Date,Stock,P/E Ratio,Earnings Per Share (EPS),Dividend Yield,Return on Equity (ROE),Debt-to-Equity Ratio (D/E),Free Cash Flow (FCF)
2024-12-31,AON,0.4335892827969286,12.49,0.66,0.4335892827969286,2.9230517889233787,3253000000.0
2023-12-31,AON,-3.1041162227602905,12.51,0.66,-3.1041162227602905,-14.566585956416464,3687000000.0
2022-12-31,AON,-4.89413988657845,12.14,0.66,-4.89413988657845,-22.073724007561438,3415000000.0
2021-12-31,AON,1.182846371347785,5.55,0.66,1.182846371347785,9.823751178133836,2319000000.0
2023-12-31,APA,1.0753295668549905,9.25,4.83,1.0753295668549905,1.9977401129943504,5486000000.0
2022-12-31,APA,8.520094562647754,11.02,4.83,8.520094562647754,13.286052009456265,7341000000.0
2021-12-31,APA,-0.7115987460815048,2.59,4.83,-0.7115987460815048,-4.770532915360501,4606000000.0
2020-12-31,APA,2.9188529591214154,-12.86,4.83,2.9188529591214154,-5.422818791946309,2662000000.0
2022-12-31,APO,-0.2953313253012048,-3.43,1.24,-0.2953313253012048,0.9822289156626506,3991525000.0
2021-12-31,APO,0.48535233570863023,7.32,1.24,0.48535233570863023,3.612562681446292,1128738000.0
2024-09-30,AAPL,1.6459350307287095,6.08,0.41,1.6459350307287095,1.872326602282704,127701000000.0
2023-09-30,AAPL,1.5607601454639075,6.13,0.41,1.5607601454639075,1.7875325845589418,121502000000.0
2022-09-30,AAPL,1.9695887275023682,6.11,0.41,1.9695887275023682,2.6144616356173036,132859000000.0
2021-09-30,AAPL,1.5007132667617689,5.61,0.41,1.5007132667617689,2.163924552226977,115123000000.0
2024-12-31,ADM,0.0811981234211476,3.65,4.32,0.0811981234211476,0.5204799711295561,4353000000.0
2023-12-31,ADM,0.14433117851815017,6.43,4.32,0.14433117851815017,0.3976462787999337,5954000000.0
2022-12-31,ADM,0.17871849777631363,7.71,4.32,0.17871849777631363,0.42365343436007247,4797000000.0
2021-12-31,ADM,0.12052320149486141,4.79,4.32,0.12052320149486141,0.4707478756061752,7764000000.0
2024-12-31,AJG,0.07257796412533803,6.5,0.77,0.07257796412533803,0.6691244696950902,2724800000.0
2023-12-31,AJG,0.08997429305912596,4.42,0.77,0.08997429305912596,0.7718764210741232,2225300000.0
2022-12-31,AJG,0.12185572422240692,5.19,0.77,0.12185572422240692,0.7015945579421672,1572700000.0
2021-12-31,AJG,0.10657702975882657,4.37,0.77,0.10657702975882657,0.7748695406892012,1521000000.0
2024-12-31,AIZ,0.148863258072728,14.46,1.54,0.148863258072728,0.4079150919380422,1554000000.0
2023-12-31,AIZ,0.13358977024638735,11.95,1.54,0.13358977024638735,0.4325605572304813,1340600000.0
2022-12-31,AIZ,0.06541017333932414,5.05,1.54,0.06541017333932414,0.5036772530564949,783200000.0
2021-12-31,AIZ,0.24922677110594607,10.2,1.54,0.24922677110594607,0.4030855950659761,817900000.0
2024-12-31,T,0.10489403288238225,1.49,4.05,0.10489403288238225,1.35019928716514,59034000000.0
2023-12-31,T,0.139403854903821,1.97,4.05,0.139403854903821,1.4995498417185398,56167000000.0
2022-12-31,T,-0.08742564102564103,-1.13,4.05,-0.08742564102564103,1.586451282051282,55438000000.0
2021-12-31,T,0.12072842267272683,2.76,4.05,0.12072842267272683,1.1773561311112715,52715000000.0
2024-06-30,ADP,0.8250505761280675,9.1,1.95,0.8250505761280675,0.8147814231682646,4721000000.0
2023-06-30,ADP,0.972329087230344,8.21,1.95,0.972329087230344,0.9815337265965632,4779200000.0
2022-06-30,ADP,0.9143025454996434,7.0,1.95,0.9143025454996434,1.0834340991535671,3652900000.0
2021-06-30,ADP,0.45828115906245037,6.07,1.95,0.45828115906245037,0.5911183224281759,3599200000.0
2024-12-31,AVB,0.0906109759475934,7.6,3.09,0.0906109759475934,0.6909360550944587,1805904000.0
2023-12-31,AVB,0.07882542081950092,6.56,3.09,0.07882542081950092,0.6903873764588209,1757303000.0
2022-12-31,AVB,0.1010154551358176,8.12,3.09,0.1010154551358176,0.7534308510543765,1596637000.0
2021-12-31,AVB,0.09186339077872847,7.19,3.09,0.09186339077872847,0.7564622525057565,1356405000.0
2024-12-31,AVY,0.30484798685291703,8.73,1.87,0.30484798685291703,1.3632314146088311,1178600000.0
2023-12-31,AVY,0.2363832886883782,6.2,1.87,0.2363832886883782,1.5246487146952394,1111100000.0
2022-12-31,AVY,0.37255191418167505,9.21,1.87,0.37255191418167505,1.5264737722665092,1259500000.0
2021-12-31,AVY,0.3845874038661401,8.83,1.87,0.3845874038661401,1.6133340261899813,1318900000.0
2023-12-31,BKR,0.12643154606975535,1.91,2.06,0.12643154606975535,0.3917881311816762,4286000000.0
2022-12-31,BKR,-0.04175350840628039,-0.61,2.06,-0.04175350840628039,0.4625538418785605,2877000000.0
2021-12-31,BKR,-0.014767363452461227,-0.27,2.06,-0.014767363452461227,0.45360755225893457,3230000000.0
2024-12-31,BALL,0.6837256908904811,13.0,1.52,0.6837256908904811,0.9677584442169908,599000000.0
2023-12-31,BALL,0.1875829132395861,2.23,1.52,0.1875829132395861,2.2735473600424516,2908000000.0
2022-12-31,BALL,0.20774342675527305,2.25,1.52,0.20774342675527305,2.58537994799191,1952000000.0
2021-12-31,BALL,0.2420733388475324,2.65,1.52,0.2420733388475324,2.248966087675765,3486000000.0
2024-12-31,BAX,-0.09319356691556577,-1.27,1.97,-0.09319356691556577,1.931217690982194,1279000000.0
2023-12-31,BAX,0.31611521066412757,5.23,1.97,0.31611521066412757,1.6797191144965484,1643000000.0
2022-12-31,BAX,-0.4171095491170924,-4.83,1.97,-0.4171095491170924,2.9492542430996056,1163000000.0
2021-12-31,BAX,0.1414564283353531,2.53,1.97,0.1414564283353531,2.017186295031398,2717000000.0
2024-09-30,BDX,0.06585808644598092,5.86,1.76,0.06585808644598092,0.7767777820696049,4568000000.0
2023-09-30,BDX,0.05752606892274295,4.94,1.76,0.05752606892274295,0.6155366903128271,3864000000.0
2022-09-30,BDX,0.07036626849141682,5.88,1.76,0.07036626849141682,0.6354323233921367,3443000000.0
2021-09-30,BDX,0.08835578831777674,6.85,1.76,0.08835578831777674,0.7437597668623559,5321000000.0
