Crypto Ticker,Date,Title,Content,URL,Sentiment Score,Sentiment Category
XRP-USD,2024-12-20,"Bitcoin, Ethereum, XRP, Dogecoin Whipsaw, But These 4 Key Factors Make It A 'Hiccup,' Not A Downturn - Benzinga","<a href=""https://news.google.com/rss/articles/CBMi7AFBVV95cUxNTEJaNXBSU3AyVE0yUy1ycy02UmtrekVMNFViZ18wbUxTWnlQUTVrU1k1QUhYUERJWWx2d3dHbzhJb1BnSS1YMklxSnpDMDEzX2ZOalhkOFAydkdMYUNBcHhWOE9CUFhpMTlZdUpuX1JFX2xyMHlDNG5KdmNNOFE4TXVuRUlWOUJtQko1dVFJaUF6UUxLalhtLVNRYk5XYml4Rm5BeTM0dmRoSHhBY1ZKQnFQY2pyU2d4TnRsREMyX0tqQVdud3JqamFHUlBvbmhCOVUzQXI5U2dORng2OVVHYnhJaUE0OGpmendINw?oc=5"" target=""_blank"">Bitcoin, Ethereum, XRP, Dogecoin Whipsaw, But These 4 Key Factors Make It A 'Hiccup,' Not A Downturn</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMi7AFBVV95cUxNTEJaNXBSU3AyVE0yUy1ycy02UmtrekVMNFViZ18wbUxTWnlQUTVrU1k1QUhYUERJWWx2d3dHbzhJb1BnSS1YMklxSnpDMDEzX2ZOalhkOFAydkdMYUNBcHhWOE9CUFhpMTlZdUpuX1JFX2xyMHlDNG5KdmNNOFE4TXVuRUlWOUJtQko1dVFJaUF6UUxLalhtLVNRYk5XYml4Rm5BeTM0dmRoSHhBY1ZKQnFQY2pyU2d4TnRsREMyX0tqQVdud3JqamFHUlBvbmhCOVUzQXI5U2dORng2OVVHYnhJaUE0OGpmendINw?oc=5,0.0,Neutral
XRP-USD,2024-12-20,"Bitcoin Crashes 10%, Ethereum, XRP Down 18%, Dogecoin Craters 28%: What Is Going On? - Benzinga","<a href=""https://news.google.com/rss/articles/CBMi1gFBVV95cUxONnZBUy1HUm10aUxjdnFRQno3Nl9YamtkZ2xMLWk1LTNmRlBNdzYyLXIxdHR3Wi0tQ3hEVEY0NDhfZjU2M2tDR09WNXMwbU9UbENCMlVEb3p4cUJuekhaTjFCelMzcUZmcGYwNnNqemVzOTAyZXB1Y21KMlU2Y2hqOVBMN24zRUJRaVV3ZDQycjJrQV9uRlYwSEJkeXVsSTFBX0VCcXI0T1o3alptTXBGNFh0NzlxQ3JqeTVTRUJhVDQ2UXp4bENleEk0dmFTdFYyVDNWd21B?oc=5"" target=""_blank"">Bitcoin Crashes 10%, Ethereum, XRP Down 18%, Dogecoin Craters 28%: What Is Going On?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMi1gFBVV95cUxONnZBUy1HUm10aUxjdnFRQno3Nl9YamtkZ2xMLWk1LTNmRlBNdzYyLXIxdHR3Wi0tQ3hEVEY0NDhfZjU2M2tDR09WNXMwbU9UbENCMlVEb3p4cUJuekhaTjFCelMzcUZmcGYwNnNqemVzOTAyZXB1Y21KMlU2Y2hqOVBMN24zRUJRaVV3ZDQycjJrQV9uRlYwSEJkeXVsSTFBX0VCcXI0T1o3alptTXBGNFh0NzlxQ3JqeTVTRUJhVDQ2UXp4bENleEk0dmFTdFYyVDNWd21B?oc=5,0.0,Neutral
XRP-USD,2024-12-16,Ripple's RLUSD stablecoin set to launch tomorrow as XRP token jumps 8% - Crypto Briefing,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE8xMVlBS09sNXo4OXlsdjhMNGRCTEFyUkNvcEx2ZTQ4MHd1TU1jaDFFNmN5Q2M1My1tVGc4QVlRaDZmQkd5NGFzN0NBdzVXS20wRUFocURXWHBneXByaDV0MmFkdTcwNmdnMXZv?oc=5"" target=""_blank"">Ripple's RLUSD stablecoin set to launch tomorrow as XRP token jumps 8%</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Crypto Briefing</font>",https://news.google.com/rss/articles/CBMia0FVX3lxTE8xMVlBS09sNXo4OXlsdjhMNGRCTEFyUkNvcEx2ZTQ4MHd1TU1jaDFFNmN5Q2M1My1tVGc4QVlRaDZmQkd5NGFzN0NBdzVXS20wRUFocURXWHBneXByaDV0MmFkdTcwNmdnMXZv?oc=5,0.0,Neutral
XRP-USD,2025-01-12,XRP price eyes 60% gain ahead of Gary Gensler’s SEC exit - Cointelegraph,"<a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTFB2Qks3ZEd0c2Y0VEZpbDR6QXY2TTNCbjFzNjZEeXRzUXRwcWRDZ09KUFU4TDlpMkNWUXpTazZyVFM5U0ttZDFZUXgxMDJTWnozMTFiQmxKTU9fQm1hZ2tQdU9ieFN2Z1FPSHpQaXl1OVZ5bVR0Z2YzSnJ3?oc=5"" target=""_blank"">XRP price eyes 60% gain ahead of Gary Gensler’s SEC exit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cointelegraph</font>",https://news.google.com/rss/articles/CBMiekFVX3lxTFB2Qks3ZEd0c2Y0VEZpbDR6QXY2TTNCbjFzNjZEeXRzUXRwcWRDZ09KUFU4TDlpMkNWUXpTazZyVFM5U0ttZDFZUXgxMDJTWnozMTFiQmxKTU9fQm1hZ2tQdU9ieFN2Z1FPSHpQaXl1OVZ5bVR0Z2YzSnJ3?oc=5,0.5267,Positive
XRP-USD,2025-01-30,XRP’s 50% rally outperforms crypto market in January — Is $4 the next stop? - TradingView,"<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxPaHBXdWVTNzkzWnd1a0J1X2lLSnBPR2thT2tsR28zdzRpdHJTV3FVc1BaZVp0UUprTlIxeXVtcmNfeDVGZGhHaU5pV0lHVlpZTEFaX3h1V19jaTJ1b0s5d0xTaHE2amxzMHVtWFlJOUxTc1RiaTRFNEw3SFhkaU9iTEw1SGpselpPMElKdk1PUldZV2RjTm1qVFNjYS1xOTk1TktVOHNSZV9aWmZVeFRsaXF2MTVWNmVibnl5TG8zT2k0SjEzZGQtYzdhQWFiM00?oc=5"" target=""_blank"">XRP’s 50% rally outperforms crypto market in January — Is $4 the next stop?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",https://news.google.com/rss/articles/CBMizwFBVV95cUxPaHBXdWVTNzkzWnd1a0J1X2lLSnBPR2thT2tsR28zdzRpdHJTV3FVc1BaZVp0UUprTlIxeXVtcmNfeDVGZGhHaU5pV0lHVlpZTEFaX3h1V19jaTJ1b0s5d0xTaHE2amxzMHVtWFlJOUxTc1RiaTRFNEw3SFhkaU9iTEw1SGpselpPMElKdk1PUldZV2RjTm1qVFNjYS1xOTk1TktVOHNSZV9aWmZVeFRsaXF2MTVWNmVibnl5TG8zT2k0SjEzZGQtYzdhQWFiM00?oc=5,0.0,Neutral
XRP-USD,2025-01-02,"Bitcoin, Ethereum Spike 4% While XRP Surges 11% To Become Top 3 Crypto - Benzinga","<a href=""https://news.google.com/rss/articles/CBMi3AFBVV95cUxQMDFVZF83SXpwcnliOHdPUmhvX2dIRHpndTlkcThlSUMxc1RjeXZJVDVMdF9CNV9CTDBCLVNiNUdfS0plVWpsUjdtcE1GVkdjTmcwZmVRWUhYNkQ5ZTlBZll4dmtvVEJ4NHlrWTY2bTE3ZTltaUI4d3FQcnF4SG9meDhLUmtVVnF6TGo4SG5DM2hnSlZrTEsyNE5Dd093cmdXRjFmWlpsSHdlUGlQVjlJUWVUTmVZN3FhQndJTE5iMXJCakRfWXlyZUhXRVVycHRjdV9hTmdhc0JfeGY3?oc=5"" target=""_blank"">Bitcoin, Ethereum Spike 4% While XRP Surges 11% To Become Top 3 Crypto</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMi3AFBVV95cUxQMDFVZF83SXpwcnliOHdPUmhvX2dIRHpndTlkcThlSUMxc1RjeXZJVDVMdF9CNV9CTDBCLVNiNUdfS0plVWpsUjdtcE1GVkdjTmcwZmVRWUhYNkQ5ZTlBZll4dmtvVEJ4NHlrWTY2bTE3ZTltaUI4d3FQcnF4SG9meDhLUmtVVnF6TGo4SG5DM2hnSlZrTEsyNE5Dd093cmdXRjFmWlpsSHdlUGlQVjlJUWVUTmVZN3FhQndJTE5iMXJCakRfWXlyZUhXRVVycHRjdV9hTmdhc0JfeGY3?oc=5,0.2023,Positive
XRP-USD,2024-12-11,XRP Price Prediction: Whales invest $500M as Ripple secures RLUSD approval in New York - FX Empire,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxNTGlsa2ZCV2ZiSHNNUXlSOFl6czlhMlpVS3dOZzBkUGI0U3Q2b3k5MVFRSGdHMGpJUzJ0aVBTUHBjZWJmVzBuX0xvM0d1X21mNHE1MVNkZ3A3eGVOMWNsSngtS1ozekJGSmVHZHZlZ0NQNXRTUmNyWm9MT1RZTzQxTDJWMWlYckR5MnVVbmVfNUthbXZhUkQ3NzQ1Rjh1X2VUT2lBbGNkeWpuYUVaZDZKUGln?oc=5"" target=""_blank"">XRP Price Prediction: Whales invest $500M as Ripple secures RLUSD approval in New York</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FX Empire</font>",https://news.google.com/rss/articles/CBMisgFBVV95cUxNTGlsa2ZCV2ZiSHNNUXlSOFl6czlhMlpVS3dOZzBkUGI0U3Q2b3k5MVFRSGdHMGpJUzJ0aVBTUHBjZWJmVzBuX0xvM0d1X21mNHE1MVNkZ3A3eGVOMWNsSngtS1ozekJGSmVHZHZlZ0NQNXRTUmNyWm9MT1RZTzQxTDJWMWlYckR5MnVVbmVfNUthbXZhUkQ3NzQ1Rjh1X2VUT2lBbGNkeWpuYUVaZDZKUGln?oc=5,0.6597,Positive
XRP-USD,2025-02-10,"Bitcoin, Ethereum, XRP, Dogecoin Walk Up: Is $100,000 BTC In Sight? - Benzinga","<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxNSDJfOXdPM05yZXFqeG8wcE03alZBbHRqaWRYc0ZwRnNLVDdjaG5TOGNHekIzMVU5cTN3OEJKemdBZk9paDhUUlpWSVpUcVVlcVQ3cFRMZ29JN1MxTGlXQWlBMGdiX3RUcHBjbnNkc0w2M2JFV1JPMXRGTGpNdUtONGRpeGhqOVdEd3c5TkNZMjg3Mi1zZVUxM0w4SzNqcG5nSHE1bzdVWlhtc1pKMDVCOXNUQmRNbEVld1hrYzFYRFc?oc=5"" target=""_blank"">Bitcoin, Ethereum, XRP, Dogecoin Walk Up: Is $100,000 BTC In Sight?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNSDJfOXdPM05yZXFqeG8wcE03alZBbHRqaWRYc0ZwRnNLVDdjaG5TOGNHekIzMVU5cTN3OEJKemdBZk9paDhUUlpWSVpUcVVlcVQ3cFRMZ29JN1MxTGlXQWlBMGdiX3RUcHBjbnNkc0w2M2JFV1JPMXRGTGpNdUtONGRpeGhqOVdEd3c5TkNZMjg3Mi1zZVUxM0w4SzNqcG5nSHE1bzdVWlhtc1pKMDVCOXNUQmRNbEVld1hrYzFYRFc?oc=5,0.0,Neutral
XRP-USD,2024-12-04,"XRP Could Drop Back Below $0.60, Predicts Analyst; Ancient Bitcoin Wallet Awakens With 10,817 Profit; 2,020,624,700 SHIB Burned in Just One Hour: Crypto News Digest by U.Today - Investing.com","<a href=""https://news.google.com/rss/articles/CBMixgJBVV95cUxNQm1HanlqVFZfYnBFUlltYUh3ZkUtczh2cFpWX2QxOXlKNXJuYTdvSzRLQndiUVVBd3c3UjYzQnhKSGZfUWtnZkJ1YXFMVEFNcnlscVJuZVZCcUhDOWtvc1VDRFh2Y0pGSnFpcGZhUWZndklKbzhURC00RktuZnl3VTBacFUwX1hVenB2ck5GbG1QYkgyQmVpLWttamlQM0prbmtoaktmTUgtYkRoY21tNWo0SWNUT1ZWbkVMbkhoQ3otMHVjdzhybmhLRm1DX2pSc0lsUmY1T0tZeDM3MUJneDNQYWFIa2NEREhLTF8tb2xVTkczQUVjaU9mQnZtb2o0OEdpSmxxWXJhYTdDRTdiZzdSNVdqYUFRT1FHYkI1QWxVZmZreDRIODBKc2Vxdng1OTRQSkltdExra2JXejVvcmM2Wndkdw?oc=5"" target=""_blank"">XRP Could Drop Back Below $0.60, Predicts Analyst; Ancient Bitcoin Wallet Awakens With 10,817 Profit; 2,020,624,700 SHIB Burned in Just One Hour: Crypto News Digest by U.Today</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>",https://news.google.com/rss/articles/CBMixgJBVV95cUxNQm1HanlqVFZfYnBFUlltYUh3ZkUtczh2cFpWX2QxOXlKNXJuYTdvSzRLQndiUVVBd3c3UjYzQnhKSGZfUWtnZkJ1YXFMVEFNcnlscVJuZVZCcUhDOWtvc1VDRFh2Y0pGSnFpcGZhUWZndklKbzhURC00RktuZnl3VTBacFUwX1hVenB2ck5GbG1QYkgyQmVpLWttamlQM0prbmtoaktmTUgtYkRoY21tNWo0SWNUT1ZWbkVMbkhoQ3otMHVjdzhybmhLRm1DX2pSc0lsUmY1T0tZeDM3MUJneDNQYWFIa2NEREhLTF8tb2xVTkczQUVjaU9mQnZtb2o0OEdpSmxxWXJhYTdDRTdiZzdSNVdqYUFRT1FHYkI1QWxVZmZreDRIODBKc2Vxdng1OTRQSkltdExra2JXejVvcmM2Wndkdw?oc=5,0.2023,Positive
XRP-USD,2025-01-17,XRP Overtakes Bitcoin on Coinbase as Interest in the U.S Grows - Crypto Times,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxNSHJiekpkb0UzUFlKR09Xc2ZCTHM1N1hvLV9fZkVSUjROY0JyOWl1SERRbENRNUlvekNyNHBFbkFXZmtYVW1vUXZMNHFTMEdwOFNaNzkwYWVENXVMX0cxUDRQTzU5b1Fma3pYdmh1eHUtTFBtZkw0VUJBZUEtYXhMRmYwV2d1V1pLdmM3cHZvWnQwdzRCZDU0cm1zX1ZLM01JMkxJ?oc=5"" target=""_blank"">XRP Overtakes Bitcoin on Coinbase as Interest in the U.S Grows</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Crypto Times</font>",https://news.google.com/rss/articles/CBMiowFBVV95cUxNSHJiekpkb0UzUFlKR09Xc2ZCTHM1N1hvLV9fZkVSUjROY0JyOWl1SERRbENRNUlvekNyNHBFbkFXZmtYVW1vUXZMNHFTMEdwOFNaNzkwYWVENXVMX0cxUDRQTzU5b1Fma3pYdmh1eHUtTFBtZkw0VUJBZUEtYXhMRmYwV2d1V1pLdmM3cHZvWnQwdzRCZDU0cm1zX1ZLM01JMkxJ?oc=5,0.4588,Positive
XRP-USD,2025-01-15,"XRP rally to $3 holds, overtaking Bitcoin searches on Google Trends - Cointelegraph","<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQWHpsSDBuMmhfZ3BHN0tnOVd1c1pJYmJ0LTRZbUtwSmZhWUh6ZDBFN1R5TzJ2YXU0eHB6ekVXZmN3UTdkc2VFSEY2aWZ4VWx0bWk3Z1V2RlBzUlhSdmlxbUtaVWNOS3RsZkp0aG95SjdXUWdVVHlhRXB0bXpnamVDM3ZzVGdtUHFfWnl5LTZCWDE5bkNQd2xuWWhBZEk?oc=5"" target=""_blank"">XRP rally to $3 holds, overtaking Bitcoin searches on Google Trends</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cointelegraph</font>",https://news.google.com/rss/articles/CBMinAFBVV95cUxQWHpsSDBuMmhfZ3BHN0tnOVd1c1pJYmJ0LTRZbUtwSmZhWUh6ZDBFN1R5TzJ2YXU0eHB6ekVXZmN3UTdkc2VFSEY2aWZ4VWx0bWk3Z1V2RlBzUlhSdmlxbUtaVWNOS3RsZkp0aG95SjdXUWdVVHlhRXB0bXpnamVDM3ZzVGdtUHFfWnl5LTZCWDE5bkNQd2xuWWhBZEk?oc=5,0.0,Neutral
XRP-USD,2025-02-14,XRP's 12% Surge: A Sign Of Strength Or Bitcoin's Weakness? - Benzinga,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxOcW8tR01qZTl6LVpvZzRhLXlJemtaM0J5dVhOV1lBVjlBVE1hZHNQeW56OXBkV0dhU281VXFYZTdXa0xnVkFRVzMwNXZucXcyMXVGRllGRWFTMkNoRUZjdzNyaFZPakR3cWNQTHZBQnVJUEtkUlFjMldyVVJFanV0RklrQm81SGJQZHJUcVhsVXQ5QmFNVlBBczNPV2RFYWdKbHRRT1FEY1dxWk43Rms1Yi1wZUdxUms?oc=5"" target=""_blank"">XRP's 12% Surge: A Sign Of Strength Or Bitcoin's Weakness?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMitwFBVV95cUxOcW8tR01qZTl6LVpvZzRhLXlJemtaM0J5dVhOV1lBVjlBVE1hZHNQeW56OXBkV0dhU281VXFYZTdXa0xnVkFRVzMwNXZucXcyMXVGRllGRWFTMkNoRUZjdzNyaFZPakR3cWNQTHZBQnVJUEtkUlFjMldyVVJFanV0RklrQm81SGJQZHJUcVhsVXQ5QmFNVlBBczNPV2RFYWdKbHRRT1FEY1dxWk43Rms1Yi1wZUdxUms?oc=5,0.5514,Positive
XRP-USD,2024-12-26,"ETH, SOL, XRP Price Analysis: Bullish Signals Emerging For Q1 2025 - FX Empire","<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxQX2JrMy1lNW0yWXc0WHJ5Sm9LQkYzRDVRMXlBd0FnV1dpNWVkS1VfS3NwNzhpcmh3M3Y0aXpZcjVKejZjOW9PU2JsQkMxYVFfOXZSd3NIUm0zQ2dBZTctc1R0T0g3UTMtWlBDZVFWM2Y5bG1IUFN4dGNsWmRUVVZvcDV2TUZDTkI0aGtIOHE4cjRfREcyQTdsMldrZXAzaFltbnREY2NZM3JlWjRoZzZROEh1em8?oc=5"" target=""_blank"">ETH, SOL, XRP Price Analysis: Bullish Signals Emerging For Q1 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FX Empire</font>",https://news.google.com/rss/articles/CBMitAFBVV95cUxQX2JrMy1lNW0yWXc0WHJ5Sm9LQkYzRDVRMXlBd0FnV1dpNWVkS1VfS3NwNzhpcmh3M3Y0aXpZcjVKejZjOW9PU2JsQkMxYVFfOXZSd3NIUm0zQ2dBZTctc1R0T0g3UTMtWlBDZVFWM2Y5bG1IUFN4dGNsWmRUVVZvcDV2TUZDTkI0aGtIOHE4cjRfREcyQTdsMldrZXAzaFltbnREY2NZM3JlWjRoZzZROEh1em8?oc=5,0.0,Neutral
XRP-USD,2025-01-14,"Solana, XRP ETFs Could Outperform Ethereum ETFs, Says JPMorgan - Benzinga","<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxOTDFYdF9DMllVaUg5VXRrc1dSc05JWi05VDBpVFFrdGJldno3V2pTODZXVVN0aHltTGx2cDB1cVZvZmZ6MVJ3RklPQ1g3RkRjQTdHV29BakNMNlN6U2Z2RlNjbWF3bVN1MWlBbjVEM0xWSVpyaUZWYmRPcE9OQkpYaWY5d2pIVjZCQU9jUlpBMDV2b18xNFVwNmZxdmMtRFI3U1owSWVCeF8zSFNWR05Ld3B0c3FOVUpTWXNlaGZ3ZjQ?oc=5"" target=""_blank"">Solana, XRP ETFs Could Outperform Ethereum ETFs, Says JPMorgan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMiwAFBVV95cUxOTDFYdF9DMllVaUg5VXRrc1dSc05JWi05VDBpVFFrdGJldno3V2pTODZXVVN0aHltTGx2cDB1cVZvZmZ6MVJ3RklPQ1g3RkRjQTdHV29BakNMNlN6U2Z2RlNjbWF3bVN1MWlBbjVEM0xWSVpyaUZWYmRPcE9OQkpYaWY5d2pIVjZCQU9jUlpBMDV2b18xNFVwNmZxdmMtRFI3U1owSWVCeF8zSFNWR05Ld3B0c3FOVUpTWXNlaGZ3ZjQ?oc=5,0.0,Neutral
XRP-USD,2025-01-08,"XRP ETF 'Very Soon,' Likely Next After Bitcoin And Ethereum, Ripple President Says - Benzinga","<a href=""https://news.google.com/rss/articles/CBMi2AFBVV95cUxPNTJzOTFBMGoxZDYxVFFqNjBZS2J6MWhDamRHSHNPdy16dksxelFydElXWUJxOG1DQ3REeWFTYlRfRmREZ3o4ekxxMTZSc241elF1OG1ib0l5RXJUVGZETzdUNmxXM0tfcHhxWVM0TlJvdG9fSkZEeDh4ZmhLamthSmJSSWlXSVBiX2pCR0Vla1V5c3ZXbGdfQWNPTVctM3RpYWFYck1vVElUVWdFUWNZREM4QjFnQzVHM0Zpb0xOZE0yaXpLblRMUktDNTRwUzFEOW9nTno2N1c?oc=5"" target=""_blank"">XRP ETF 'Very Soon,' Likely Next After Bitcoin And Ethereum, Ripple President Says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMi2AFBVV95cUxPNTJzOTFBMGoxZDYxVFFqNjBZS2J6MWhDamRHSHNPdy16dksxelFydElXWUJxOG1DQ3REeWFTYlRfRmREZ3o4ekxxMTZSc241elF1OG1ib0l5RXJUVGZETzdUNmxXM0tfcHhxWVM0TlJvdG9fSkZEeDh4ZmhLamthSmJSSWlXSVBiX2pCR0Vla1V5c3ZXbGdfQWNPTVctM3RpYWFYck1vVElUVWdFUWNZREM4QjFnQzVHM0Zpb0xOZE0yaXpLblRMUktDNTRwUzFEOW9nTno2N1c?oc=5,0.0,Neutral
XRP-USD,2025-01-29,"Bitcoin, Solana, XRP With Strong Month But Challenges Await: Report - Benzinga","<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxNZ1Q1cHZMR3M2czNsdFVKb3NaX2Z6WXh6NElPS2VoUklURWZJTXRlanhTRUZlNnNJRXl0ZDRhVDZKOWZheFd3NHNMNkoydktXU0g0dTJKejRvLVJabElKUm5jRmo0SkdId29PUEJzVVZEaGdlSG5ycmJXTzdwc2V3OF9PY1I3dVR4SWl4TjJKMDQ2WEJvbkVBOXNEX243Zk5YdXhaN25ESEw3alFnRFIzZ0VHVlo1UW9heS1FU1h0aE5haWhURnc?oc=5"" target=""_blank"">Bitcoin, Solana, XRP With Strong Month But Challenges Await: Report</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",https://news.google.com/rss/articles/CBMixgFBVV95cUxNZ1Q1cHZMR3M2czNsdFVKb3NaX2Z6WXh6NElPS2VoUklURWZJTXRlanhTRUZlNnNJRXl0ZDRhVDZKOWZheFd3NHNMNkoydktXU0g0dTJKejRvLVJabElKUm5jRmo0SkdId29PUEJzVVZEaGdlSG5ycmJXTzdwc2V3OF9PY1I3dVR4SWl4TjJKMDQ2WEJvbkVBOXNEX243Zk5YdXhaN25ESEw3alFnRFIzZ0VHVlo1UW9heS1FU1h0aE5haWhURnc?oc=5,0.4939,Positive
XRP-CAD,2024-12-03,"BC Bud Commits $250,000 to XRP Investment Through Coinsquare Platform - StockTitan","<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxQRld6NzljcktUOW45Y2pSXzBLeFZtTjBoSkd1MUEzbmRoQmFXZVBtYUZoRFNGanUwM0FteWJ6c1M0YS1lN0owWXZfSmMyZUlheFFmbWg2a3pUeTAtUUlJd3dmQmRzN0tidHhzdEhGY1dxVGNQYU0yMnVIdFpDT1pOQWphYmpvejRRZUo3MGJta2YxRW4zSWE5Yzl6bmFib1BoSjlzTnNsc3JJam91Q3ZybFdzdGtuMy14bUFz?oc=5"" target=""_blank"">BC Bud Commits $250,000 to XRP Investment Through Coinsquare Platform</a>&nbsp;&nbsp;<font color=""#6f6f6f"">StockTitan</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQRld6NzljcktUOW45Y2pSXzBLeFZtTjBoSkd1MUEzbmRoQmFXZVBtYUZoRFNGanUwM0FteWJ6c1M0YS1lN0owWXZfSmMyZUlheFFmbWg2a3pUeTAtUUlJd3dmQmRzN0tidHhzdEhGY1dxVGNQYU0yMnVIdFpDT1pOQWphYmpvejRRZUo3MGJta2YxRW4zSWE5Yzl6bmFib1BoSjlzTnNsc3JJam91Q3ZybFdzdGtuMy14bUFz?oc=5,0.0258,Neutral
XRP-CAD,2025-02-03,10 Best Cryptocurrencies In Canada For February 2025 - Forbes,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxORVhLM2VTLWhXSUxlUTBxZ2ROZGZHVGpKaGZkZDdmalVjNjlFZTl3RjI1aENtSEhYNEVPQ1JaZ0FBeFF0U1VHbUhUaTlvcmJESW5zZWZnQ1d4UGYwak8yVmRVSEhOcE9GYWNWaVp1cklHRFpJZEFyUE5sdFRvSDdVRjIyNG15WkFvemVB?oc=5"" target=""_blank"">10 Best Cryptocurrencies In Canada For February 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font>",https://news.google.com/rss/articles/CBMiiwFBVV95cUxORVhLM2VTLWhXSUxlUTBxZ2ROZGZHVGpKaGZkZDdmalVjNjlFZTl3RjI1aENtSEhYNEVPQ1JaZ0FBeFF0U1VHbUhUaTlvcmJESW5zZWZnQ1d4UGYwak8yVmRVSEhOcE9GYWNWaVp1cklHRFpJZEFyUE5sdFRvSDdVRjIyNG15WkFvemVB?oc=5,0.6369,Positive
XRP-CAD,2024-12-02,Is it too late to buy XRP as it drives the market higher? - FXStreet,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxQY3F3ZUNfcXJXWFY2X2h2ZVpOazZLdVctb3BGUDdVWFdhYnVxWFR0ekN4V0ItYm15dGRTeDRPalRSbXFpemJWbzZRLUllMWZSSFhCT1BCQXJIa2RtZzlZQ3JOdWFQVWhTdDdoTnlFbmhaQkpsNUVTRkxkTkRtVTc0QWlZd3g4Z21lRVoyYTVNSVlmWVE1MWhSOTNURkFtWTU2elBRQTI1UlFKUWp5TWU2STRUaTNsWXfSAbwBQVVfeXFMT3AyVG9iVEU4eXVnWFJxeUNsaHBnNVotdkRGaEYtZ0lVNmN1N1p0QVdEQk5qcHBsUDZITnc4THFUdnJqMnRvLXY1MWlHenl4Z2hYbmVnencxQlE3T3JmQW5oeGYydU03bHh0a3pOdjY0MU5lbWdqa2FyNXNmRExTckVpM0pIQXBBNUhjOEl5b1hZSEJIV3owMk9Ca0lnWFA3S2NISmtKdFc3VDB1WmpwRnJEWkxTYk52VDFFMXA?oc=5"" target=""_blank"">Is it too late to buy XRP as it drives the market higher?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FXStreet</font>",https://news.google.com/rss/articles/CBMitwFBVV95cUxQY3F3ZUNfcXJXWFY2X2h2ZVpOazZLdVctb3BGUDdVWFdhYnVxWFR0ekN4V0ItYm15dGRTeDRPalRSbXFpemJWbzZRLUllMWZSSFhCT1BCQXJIa2RtZzlZQ3JOdWFQVWhTdDdoTnlFbmhaQkpsNUVTRkxkTkRtVTc0QWlZd3g4Z21lRVoyYTVNSVlmWVE1MWhSOTNURkFtWTU2elBRQTI1UlFKUWp5TWU2STRUaTNsWXfSAbwBQVVfeXFMT3AyVG9iVEU4eXVnWFJxeUNsaHBnNVotdkRGaEYtZ0lVNmN1N1p0QVdEQk5qcHBsUDZITnc4THFUdnJqMnRvLXY1MWlHenl4Z2hYbmVnencxQlE3T3JmQW5oeGYydU03bHh0a3pOdjY0MU5lbWdqa2FyNXNmRExTckVpM0pIQXBBNUhjOEl5b1hZSEJIV3owMk9Ca0lnWFA3S2NISmtKdFc3VDB1WmpwRnJEWkxTYk52VDFFMXA?oc=5,0.0,Neutral
